id,otel_ad,fiyat,imageURL,score,bolge,denize_uzakligi,plaj,iskele,a_la_carte_restoran,asansor,acik_restoran,kapali_restoran,acik_havuz,kapali_havuz,bedensel_engelli_odasi,bar,su_kaydiragi,balo_salonu,kuafor,otopark,market,sauna,doktor,beach_voley,fitness,canli_eglence,wireless_internet,animasyon,sorf,parasut,arac_kiralama,kano,spa,masaj,masa_tenisi,cocuk_havuzu,cocuk_parki
132,Royal Wings Hotel,55475.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/01426/1050X700/tsr01426638242587180899681.jpg,9.2,Antalya Lara Kundu ,0.0,2.0,Var,6,1,1,1,4,1,1,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
185,Gönülhan Hotel Alaçatı,33600.0,https://cdn.tatilsepeti.com/Files/TesisResim/04565/tsr04565635487299454440000.jpg,8.5,Çeşme Alaçatı ,,,Yok,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,Exporoyal Hotel,10163.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/06944/1050X700/tsr06944637461552395691562.jpg,7.9,Antalya Antalya Merkez Muratpaşa ,750.0,-1.0,Yok,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,Adin Beach Hotel,110880.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03168/1050X700/tsr03168638271874820753098.jpg,7.7,Antalya Alanya İncekum ,0.0,2.0,Var,3,1,1,2,6,2,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
3,Altın Yunus Hotel Spa – Çeşme,46966.5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Miramor Garden Resort,28243.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/13008/1050X700/tsr13008638162106087759717.jpg,0.8,Antalya Kemer Kiriş ,200.0,2.0,Yok,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
106,Bijal Hotel,505050.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13933/1050X700/tsr13933638540411604902827.jpg,,Antalya Side ,,,Yok,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
38,Salmakis Resort Spa,54750.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00460/1050X700/tsr00460637841466549658299.jpg,7.7,Bodrum Bardakçı ,0.0,2.0,Var,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
29,Pine Beach Belek,107737.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/00296/1050X700/tsr00296637815547648491151.jpg,8.6,Antalya Belek İleribaşı ,0.0,2.0,Yok,3,1,1,1,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
51,Hedef Resort Hotel Spa,41554.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/01635/1050X700/tsr01635637329143917511249.jpg,7.3,Antalya Alanya Konaklı ,100.0,2.0,Var,0,1,1,1,2,1,1,3,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
124,Port Nature Luxury Resort Hotel Spa,90650.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04275/1050X700/tsr04275638464536601219010.jpg,7.3,Antalya Belek Boğazkent ,0.0,2.0,Var,5,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,Avena Resort Spa Hotel,51824.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/04576/1050X700/tsr04576637820882867217641.jpg,7.5,Antalya Alanya Obagöl ,100.0,2.0,Yok,1,1,1,1,1,0,1,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
43,Susesi Luxury Resort,127400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01853/1050X700/tsr01853638500906663255726.jpg,8.5,Antalya Belek İskele ,0.0,2.0,Var,6,1,4,3,4,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
259,Munamar Park Otel,23557.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/11414/1050X700/tsr11414637878836508918118.jpg,7.7,Marmaris İçmeler Altınsahil Mevkii ,200.0,-1.0,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
99,Wome Deluxe Hotel,99254.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/05645/1050X700/tsr05645637848585584633837.jpg,7.9,Antalya Alanya Avsallar ,0.0,2.0,Var,1,1,1,1,12,1,0,4,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
232,Prima Hotel Lara,18117.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/01730/1050X700/tsr01730638453328596109025.jpg,,Antalya Lara Lara Yolu ,300.0,-1.0,Var,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
113,Delta Hotels By Marriott Bodrum,78364.1,https://cdn.tatilsepeti.com/Files/Images/Tesis/01812/1050X700/tsr01812638490567771256481.jpg,7.7,Bodrum Yalıkavak ,0.0,2.0,Yok,1,1,1,1,3,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
151,Club Kastalia Holiday Village,47609.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/01811/1050X700/tsr01811638149115859904604.jpg,8.7,Antalya Alanya Konaklı ,0.0,2.0,Var,0,1,1,1,2,0,0,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
186,Side Sunberk Hotel,30257.5,https://cdn.tatilsepeti.com/Files/TesisResim/02693/tsr02693636881564002625544.jpg,7.9,Antalya Side ,200.0,2.0,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0
63,Larissa Inn Hotel,27216.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04960/1050X700/tsr04960638149055651321424.jpg,5.2,Antalya Kemer Çamyuva ,,,Yok,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0
52,Orange County Belek,56000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/08801/1050X700/tsr08801638505908353317250.jpg,8.5,Antalya Belek ,0.0,2.0,Var,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
72,Museum Resort Spa,27300.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12031/1050X700/tsr12031638531954978625417.jpg,7.3,Bodrum Bodrum Merkez Azmakbaşı ,750.0,-1.0,Yok,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4,Armonia Holiday Village Spa,69995.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/02078/1050X700/tsr02078638149178215246580.jpg,8.3,Bodrum Akyarlar ,0.0,2.0,Yok,3,1,1,3,3,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,Rizom Beach Hotel Kumluca,55722.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/06246/1050X700/tsr06246638563971613196631.jpg,8.3,Antalya Kumluca ,,2.0,Yok,1,1,1,1,2,2,1,3,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
44,Timo Deluxe Resort,58202.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/01581/1050X700/tsr01581637926168782497439.jpg,8.6,Antalya Alanya Konaklı ,,2.0,Yok,1,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
233,Qinn Hotel,23394.1,https://cdn.tatilsepeti.com/Files/Images/Tesis/12551/1050X700/tsr12551638475687066314480.jpg,,Antalya Muratpaşa ,0.0,-1.0,Var,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
133,Sianji Well Being Resort,99449.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/13550/1050X700/tsr13550638349480850188056.jpg,9.7,Bodrum Turgutreis Kadıkalesi Mevkii ,0.0,2.0,Yok,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0
100,Telatiye Resort Hotel,37217.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/06218/1050X700/tsr06218638033493863414267.jpg,7.7,Antalya Alanya Konaklı ,50.0,2.0,Yok,2,1,1,1,2,1,0,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
107,Blue Dreams Resort,98000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00051/1050X700/tsr00051637849360261276855.jpg,8.6,Bodrum Torba ,0.0,2.0,Var,3,1,1,1,4,1,0,5,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
152,Club Munamar Beach Resort,52552.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/01828/1050X700/tsr01828638366809951961062.jpg,7.8,Marmaris İçmeler Cumhuriyet Mahallesi ,50.0,2.0,Yok,0,1,1,1,3,0,0,3,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1
234,Reis Maris Hotel,16296.1,https://cdn.tatilsepeti.com/Files/Images/Tesis/11684/1050X700/tsr11684637903231357060825.jpg,,Marmaris Merkez ,100.0,-1.0,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Champion Holiday Village,52064.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/06840/1050X700/tsr06840638264036188217445.jpg,7.8,Antalya Kemer Beldibi ,0.0,2.0,Var,2,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
30,Presa Di Finica Hotel,56000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01644/1050X700/tsr01644638436164442815167.jpg,7.2,Antalya Finike Sahilkent ,100.0,,Yok,2,0,1,1,4,1,1,8,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
73,Mysea Hotels Alara,34650.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/06833/1050X700/tsr06833637841414821729363.jpg,5.6,Antalya Alanya Okurcalar ,0.0,2.0,Yok,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0
39,Sealife Buket Beach Hotel,74144.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04235/1050X700/tsr04235638556818920921071.jpg,8.4,Antalya Alanya Okurcalar ,0.0,2.0,Yok,2,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
189,Lara Otel +12 Adult Only,18708.7,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Taç Premier Hotel Spa,37383.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/02550/1050X700/tsr02550638459284226016185.jpg,7.6,Antalya Alanya ,,2.0,Yok,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
125,Porto Bello Hotel Resort Spa,71715.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00192/1050X700/tsr00192637309456904748589.jpg,8.5,Antalya Konyaaltı Konyaaltı ,,2.0,Yok,1,1,1,2,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187,Kleopatra İkiz Otel,16115.7,https://cdn.tatilsepeti.com/Files/Images/Tesis/01618/1050X700/tsr01618637654970960108154.jpg,7.3,Antalya Alanya Kleopatra ,50.0,-1.0,Yok,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
108,Bodrum Park Resort,98752.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/14016/1050X700/tsr14016638507818168248370.jpg,9.9,Bodrum Yalıçiftlik ,0.0,2.0,Var,1,1,1,1,1,1,0,8,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1
114,Diamond Elite Hotel Spa,50069.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/07607/1050X700/tsr07607637874484820863379.jpg,9.1,Antalya Side Çolaklı ,200.0,2.0,Yok,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
235,Relax Beach Hotel,23660.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12483/1050X700/tsr12483638326448357958246.jpg,7.4,Antalya Alanya ,,2.0,Yok,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
40,Selene Beach Spa Hotel,78205.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/10516/1050X700/tsr10516638149157739566985.jpg,9.5,Antalya Alanya Türkler ,0.0,2.0,Yok,1,1,1,1,1,0,0,2,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
134,Sui Resort Hotel,75341.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/05788/1050X700/tsr05788638427253466141786.jpg,8.2,Antalya Alanya Okurcalar ,500.0,2.0,Yok,3,1,1,1,1,1,1,4,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
188,La Brezza Suıte Hotel Akyarlar,35421.7,https://cdn.tatilsepeti.com/Files/TesisResim/09739/tsr09739636934424999202682.jpg,,Bodrum Akyarlar ,600.0,2.0,Yok,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
236,Side Beach Club,24313.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13947/1050X700/tsr13947638494219362390149.jpg,,Antalya Side ,,-1.0,Yok,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Club Grand Aqua,66901.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/03476/1050X700/tsr03476638493107104703148.jpg,7.7,Antalya Side Çolaklı ,300.0,2.0,Yok,2,1,1,1,1,1,0,5,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0
53,Hedef Kleopatra Hotel,34912.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/11412/1050X700/tsr11412637896969373112254.jpg,8.4,Antalya Alanya ,100.0,-1.0,Yok,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
45,Turunç Premium Hotel,64680.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04840/1050X700/tsr04840637713008889961242.jpg,9.4,Marmaris Turunç ,0.0,2.0,Var,1,1,1,1,1,1,1,5,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
31,Queens Park Resort Göynük,68040.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02797/1050X700/tsr02797637115931447450695.jpg,7.9,Antalya Kemer Göynük ,0.0,2.0,Yok,3,1,1,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
155,Söz Hotel Gümbet (Ex. The Best Life Hotel Gümbet),37196.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Oba Star Hotel Spa,37251.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/02801/1050X700/tsr02801638392860593939941.jpg,6.4,Antalya Alanya Obagöl ,50.0,2.0,Yok,0,1,0,0,2,0,1,3,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
154,Elips Royal Hotel,26145.0,https://cdn.tatilsepeti.com/Files/TesisResim/06974/tsr06974637039951580664898.jpg,8.1,Antalya Antalya Merkez Muratpaşa ,,,Yok,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
153,Dragut Point South Hotel,18598.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/04291/1050X700/tsr04291638240784100059352.jpg,8.1,Bodrum Turgutreis ,0.0,2.0,Var,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0
35,Royal Alhambra Palace,75600.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04218/1050X700/tsr04218638149092208201702.jpg,7.4,Antalya Side Çolaklı ,200.0,2.0,Yok,8,1,1,1,2,1,0,7,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
190,Lara World Hotel,20133.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/03569/1050X700/tsr03569638297266680184344.jpg,7.4,Antalya Lara Örnekköy ,200.0,2.0,Yok,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
135,Campus Hill Hotel,30730.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/09619/1050X700/tsr09619637610982718666211.jpg,7.5,Antalya Alanya ,750.0,2.0,Yok,1,0,1,1,1,0,0,4,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0
7,Commodore Elite Suites Spa,82620.7,https://cdn.tatilsepeti.com/Files/Images/Tesis/03648/1050X700/tsr03648638427248216005182.jpg,9.4,Antalya Side Evrenseki ,0.0,2.0,Yok,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
115,Diamond Premium Hotel Spa,64260.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/05289/1050X700/tsr05289638427244294704014.jpg,8.8,Antalya Side Titreyengöl ,200.0,2.0,Var,2,1,3,3,1,1,1,9,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
237,Silver Hotel,25200.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03386/1050X700/tsr03386638461160227920142.jpg,9.3,Antalya Side Çolaklı ,500.0,2.0,Yok,0,1,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
260,Nerton Hotel,37984.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/00852/1050X700/tsr00852638492941731262571.jpg,8.7,Antalya Side Denizbükü ,0.0,2.0,Yok,1,1,1,1,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
74,Dragut Point North Hotel,35356.1,https://cdn.tatilsepeti.com/Files/Images/Tesis/04292/1050X700/tsr04292638060077318583845.jpg,6.7,Bodrum Turgutreis ,0.0,2.0,Var,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
9,Doria Hotel Bodrum,55282.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/01861/1050X700/tsr01861638225143019176828.jpg,0.9,Bodrum Bitez ,750.0,2.0,Var,1,0,1,1,2,1,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
8,Crystal Palace Luxury Resort Spa,75680.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02958/1050X700/tsr02958638472205921405272.jpg,8.3,Antalya Side Çolaklı ,0.0,,Yok,5,1,4,4,2,1,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
36,Royal Dragon Side,80640.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01983/1050X700/tsr01983638544028863742495.jpg,8.9,Antalya Side Evrenseki ,,2.0,Yok,4,1,1,1,3,1,0,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
102,Vita Bella Hotel Resort Spa,58240.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/06516/1050X700/tsr06516638427301196261612.jpg,7.6,Bodrum Gündoğan ,0.0,2.0,Var,1,1,1,1,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
65,The X Belek,49834.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/13057/1050X700/tsr13057638262476477292777.jpg,8.2,Antalya Belek Serik ,750.0,2.0,Yok,4,0,1,1,1,1,0,4,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
